MasterFile,AgencyORINumber,LocalCode,CollisionDate,CollisionTime,CollisionDayWeekCode,RoadwayName,RoadwayName_Direction_,RoadwayName_RoadwaySuffix_,RoadwayfromReport,CurrentRoadwayNumber,RoadwayNumberCoupletID,RSEUniqueGIS,RoadwayIdentifier,ParkingLotIndicator,IntersectionWith_Indicator_,IntersectionWith_NameRoadway_,IntersectionWith_Direction_,IntersectionWith_RoadwaySuffix_,BetweenStreets_Indicator_,BetweenStreets1_NameRoadway_,BetweenStreet1_Direction_,BetweenStreets1_RoadwaySuffix_,BetweenStreets2_NameRoadway_,BetweenStreets2_Direction_,BetweenStreets2_RoadwaySuffix_,Milepoint,ReportMilepointDeriveNumber,CurrentDerivedMiepointNumber,MilestoMilepoint,FeettoMilepoint,DirectionfromMilepoint_NSEW_,ValidMilepointIndicator,NumberInjured,NumberKilled,ofUnits,ofMotorVehicleUnits,Hit&RunIndicator,OneWayIndicator,SpeedLimitNumber,KilometersIndicator,CountyCode,CityCountyCode,MilesFromCity,DirectionFromCity_NSEW_,InCityLimitsIndicator,Latitude,Longitude,RampIndicator,RampFromIdentifier,RampFromDirCode,RampFromCoupletID,RSEUniqueGISRampFrom,RampToidentifier,RampToDirCode,RampToCoupletID,RSEUniqueGisRampTo,MannerofCollisionCode,LocationFirstEventCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,LandUseCode,SchoolBusRelatedCode,FirstAidSceneIndicator,CollDescPresentInd,InvestigationCompleteIndicator,PhotosTakenIndicator,TimeNotified,TimeArrived,TimeRoadwayOpened,PropertyDamageIndicator,DiagramPresentIndicator,DirectionalAnalysis,FunctionClassCode,NationalHwySysCode,EnforcementsIndicator,KARSCityCode,SecondaryCollisionIndicator,MedianCrossoverIndicator,RT_UNIQUE,MapIt,TimeLastLeft,YR,KABCO,MFNY,WorkingRID,RT_CONFIDENCE,KTC_RT,KTC_MP,Motorcyclist,CommercialVehicle,YoungDriver,MatureDriver,pedestrian,Bicyclist,Distracted,agressive,Impaired,Unrestrained,Intersection,RoadwayDeparture,MedXover
72813901,KSP0900,22-382352,20221003,1241,,KY194,,,KY0194,KY0194,0,098 KY-194,KY0194,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,60.352,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,35,NULL,98,9811,NULL,,Y,37.5637,-82.14595,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,3,2,6,1,1,2,2,7,3,N,NULL,Y,N,1243,1540,1241,N,NULL,53,7,0,Y,,N,N,098-KY-0194-0,NULL,NULL,2022,O,7.28E+11,098-KY-0194  -000,HIGH,098-KY-0194  -000,60.352,0,0,0,0,0,0,1,0,0,0,0,1,0
72883668,980100,2.02E+11,20230323,1449,,BAIRD,,AVE,KY1426,KY1426,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,5.431,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,35,NULL,98,9801,NULL,,Y,37.47276,-82.52699,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,6,1,1,2,2,1,3,N,NULL,Y,N,1449,1454,1454,N,NULL,70,,0,N,,N,N,,NULL,NULL,2023,O,7.29E+11,098-KY-1426  -000,MEDIUM,098-KY-1426  -000,5.432,0,0,0,0,0,0,1,0,0,0,0,0,0
72510323,980100,20200007116,20200610,1227,,KY3496,,,KY3496,KY3496,,,,N,Y,US23,,,N,NULL,NULL,NULL,NULL,NULL,NULL,0.011,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,35,NULL,98,9801,NULL,,Y,37.46581,-82.52814,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,2,6,1,1,2,2,7,3,N,NULL,Y,N,1227,1229,,N,NULL,35,16,0,N,,N,N,,NULL,NULL,2020,O,7.25E+11,098-KY-3496  -000,MEDIUM,098-KY-3496  -000,0.011,0,0,0,1,0,0,1,1,0,0,1,0,0
72498854,KSP0900,20-16600,20200504,103,,KY194,,,KY0194,KY0194,0,098 KY-194,KY0194,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,18.618,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9817,NULL,,Y,37.56034,-82.41857,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,6,1,5,6,4,7,3,N,NULL,N,N,103,141,141,N,NULL,44,6,5,N,,Y,N,098-KY-0194-0,NULL,NULL,2020,O,7.25E+11,098-KY-0194  -000,HIGH,098-KY-0194  -000,18.618,0,0,0,0,0,0,0,0,0,0,0,1,0
72463435,980100,2.02E+11,20200113,1842,,US23,,,US0023,US0023,0,098 US-23,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,19.821,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9801,NULL,,Y,37.44993,-82.50892,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,2,4,3,1,1,2,6,1,3,N,NULL,Y,Y,1842,1849,1915,Y,NULL,40,,1,N,,N,Y,098-US-0023-0,NULL,NULL,2020,C,7.25E+11,098-US-0023  -000,HIGH,098-US-0023  -000,19.821,0,0,0,1,0,0,0,0,0,0,0,1,0
72331917,980100,2.02E+11,20190320,1316,,HIBBARD,,ST,,,0,098 CS-1053,CS1053,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.171,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,15,NULL,98,9801,NULL,,Y,37.47462,-82.52483,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,2,6,1,1,2,2,1,3,N,NULL,Y,N,1316,1321,,N,NULL,47,,,N,,N,N,098-CS-1053-0,NULL,NULL,2019,O,7.23E+11,098-CS-1053  -000,HIGH,098-CS-1053  -000,0.171,0,0,0,0,0,0,1,0,0,0,0,0,0
72345345,KSP0900,2019-14904,20190427,1847,,STONE COAL CREEK,,RD,KY3227,KY3227,0,098 KY-3227,KY3227,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,6.209,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,NULL,NULL,98,9801,NULL,,Y,37.57425,-82.50202,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,97,2,6,3,8,2,2,1,3,N,NULL,Y,N,1847,1933,,N,NULL,90,8,0,N,,N,N,098-KY-3227-0,NULL,NULL,2019,O,7.23E+11,098-KY-3227  -000,HIGH,098-KY-3227  -000,6.209,0,0,0,0,0,0,1,0,0,0,0,0,0
72344637,KSP0900,19-14315,20190423,2219,,TURKEY CREEK,,RD,KY0612,KY0612,0,098 KY-612,KY0612,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,6.499,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,45,NULL,98,9826,NULL,,Y,37.64948,-82.31044,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,4,2,3,1,1,2,6,7,3,Y,NULL,Y,Y,2219,2220,2233,N,NULL,44,8,0,Y,,N,N,098-KY-0612-0,NULL,NULL,2019,C,7.23E+11,098-KY-0612  -000,HIGH,098-KY-0612  -000,6.499,0,0,0,0,0,0,0,0,1,0,0,1,0
72343630,980100,2.02E+11,20190423,1602,,LYKINS,,CRK,,,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.066,NULL,NULL,NULL,NULL,,NULL,0,0,2,1,N,N,15,NULL,98,9801,NULL,,Y,37.50715,-82.54803,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,1,6,1,1,2,2,2,3,N,NULL,Y,N,1602,1620,,N,NULL,91,,,Y,,N,N,,NULL,NULL,2019,O,7.23E+11,098-CS-1249  -000,HIGH,098-CS-1249  -000,0.066,0,0,0,0,0,0,0,1,0,0,0,0,0
72898122,980100,2.02E+11,20230512,1642,,KY1426,,,KY1426,KY1426,0,098 KY-1426,KY1426,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,8.05,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9801,NULL,,Y,37.49182,-82.49134,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,1,1,5,6,2,1,3,N,NULL,Y,N,1643,1644,1644,N,NULL,44,,0,N,,N,N,098-KY-1426-0,NULL,NULL,2023,O,7.29E+11,098-KY-1426  -000,HIGH,098-KY-1426  -000,8.045,0,0,0,0,0,0,0,0,0,0,0,1,0
72898935,KSP0900,2023-00177663,20230303,1521,,US119,,,US0119,US0119,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.938,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,15,NULL,98,9801,0.3,N,N,37.51259,-82.50041,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,3,6,1,1,2,2,8,3,N,NULL,Y,N,1521,1526,1526,N,NULL,70,2,1,N,,N,N,,NULL,NULL,2023,O,7.29E+11,098-US-0119  -010,MEDIUM,098-US-0119  -000,1.942,0,0,1,0,0,0,1,0,0,0,0,0,0
72415354,980100,2.02E+11,20191001,1233,,BYPASS,S,RD,KY1426,KY1426,0,098 KY-1426,KY1426,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,5.639,NULL,NULL,NULL,NULL,,NULL,1,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.47261,-82.52362,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,2,2,1,3,Y,NULL,Y,Y,1234,1235,1250,Y,NULL,55,,0,N,,N,N,098-KY-1426-0,NULL,NULL,2019,C,7.24E+11,098-KY-1426  -000,HIGH,098-KY-1426  -000,5.639,0,0,0,1,0,0,1,0,0,0,0,0,0
72505488,980000,20-05-008,20200521,1130,,US119,,,US0119,US0119,0,098 US-119,US0119,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,23.874,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9834,NULL,,Y,37.65398,-82.26922,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,6,1,5,3,2,7,3,N,NULL,N,Y,1137,1139,1139,N,NULL,49,2,1,N,,N,N,098-US-0119-0,NULL,NULL,2020,O,7.25E+11,098-US-0119  -000,HIGH,098-US-0119  -000,23.874,0,0,0,1,0,0,1,0,0,0,0,0,0
72521143,KSP0900,2020-600256,20200714,1839,,GRAPEVINE,,RD,KY0194,KY0194,0,098 KY-194,KY0194,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,29.304,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9849,NULL,,Y,37.46449,-82.35722,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,5,2,3,1,1,2,2,7,3,N,NULL,Y,Y,1839,1910,2010,N,NULL,44,7,0,N,,N,N,098-KY-0194-0,NULL,NULL,2020,O,7.25E+11,098-KY-0194  -000,HIGH,098-KY-0194  -000,29.304,1,0,0,0,0,0,1,0,0,0,0,1,0
72604095,KSP0900,21-105729,20210317,617,,US460,,,US0460,US0460,0,098 US-460,US0460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,11.524,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9802,4,NW,N,37.35678,-82.38998,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,5,2,3,1,1,3,6,7,3,N,NULL,Y,N,619,623,700,N,NULL,44,,1,N,,N,N,098-US-0460-0,NULL,NULL,2021,C,7.26E+11,098-US-0460  -000,HIGH,098-US-0460  -000,11.524,0,0,0,0,0,0,1,0,0,0,0,1,0
72341440,370200,2019-13646,20190419,800,,TOLER,,RD,KY0319,KY0319,0,098 KY-319,KY0319,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,5.837,NULL,NULL,NULL,NULL,,NULL,0,0,3,3,N,N,45,NULL,98,9834,2,N,N,37.63092,-82.24879,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,3,2,3,1,5,6,2,6,3,N,NULL,Y,N,814,853,958,N,NULL,54,7,0,N,,N,N,098-KY-0319-0,NULL,NULL,2019,O,7.23E+11,098-KY-0319  -000,HIGH,098-KY-0319  -000,5.837,0,1,0,0,0,0,0,0,0,0,0,1,0
72338332,KSP0900,19-11957,20190408,1429,,KY194,,,KY0194,KY0194,0,098 KY-194,KY0194,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,23.897,NULL,NULL,NULL,NULL,,NULL,2,0,2,2,N,N,55,NULL,98,9817,NULL,,Y,37.52893,-82.37003,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,2,3,1,5,6,2,7,3,Y,NULL,Y,Y,1429,1444,1550,N,NULL,52,6,0,N,,N,N,098-KY-0194-0,NULL,NULL,2019,B,7.23E+11,098-KY-0194  -000,HIGH,098-KY-0194  -000,23.897,0,0,0,0,0,0,0,0,0,1,0,1,0
72334932,980100,2.02E+11,20190403,1840,,CASSIDY,,BLVD,,,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.158,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,35,NULL,98,9801,NULL,,Y,37.5037,-82.53463,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,1,1,2,2,7,3,N,NULL,Y,N,1840,1853,1931,N,NULL,55,,,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-CS-1191  -000,MEDIUM,098-CS-1191  -000,0.158,0,0,0,1,0,0,1,0,0,0,0,0,0
72339472,KSP0900,19-12797,20190413,2012,,LONG FORK,,RD,KY1469,KY1469,0,098 KY-1469,KY1469,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,5.988,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9827,NULL,,Y,37.30286,-82.65737,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,2,6,6,3,N,NULL,Y,N,2012,2048,2048,N,NULL,55,8,0,N,,N,N,098-KY-1469-0,NULL,NULL,2019,O,7.23E+11,098-KY-1469  -000,HIGH,098-KY-1469  -000,5.988,0,0,0,1,0,0,0,1,0,0,0,0,0
72635821,KSP0900,21-242594,20210613,1037,,US460,,,US0460,US0460,0,098 US-460,US0460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,6.694,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9832,NULL,,Y,37.39394,-82.43314,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,2,6,1,1,2,2,7,3,N,NULL,Y,N,1039,1044,1100,N,NULL,70,,1,N,,N,Y,098-US-0460-0,NULL,NULL,2021,O,7.26E+11,098-US-0460  -000,HIGH,098-US-0460  -000,6.694,0,0,1,0,0,0,1,0,0,0,0,0,0
72710698,KSP0900,21-513307,20211217,2229,,KY1469,,,KY1469,KY1469,0,098 KY-1469,KY1469,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,3.127,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,5,NULL,98,9827,NULL,,Y,37.27659,-82.68112,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,1,3,1,5,6,6,7,3,N,NULL,Y,N,2134,2204,2250,N,NULL,44,8,0,N,,N,N,098-KY-1469-0,NULL,NULL,2021,O,7.27E+11,098-KY-1469  -000,HIGH,098-KY-1469  -000,3.127,0,0,0,0,0,0,0,0,0,0,0,1,0
72598276,KSP0900,21-71826,20210223,832,,DORTON-JENKINS,,HWY,KY0805,KY0805,0,098 KY-805,KY0805,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.054,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9809,NULL,,Y,37.21166,-82.56221,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,1,1,2,2,1,7,3,N,NULL,Y,Y,850,930,1000,N,NULL,44,7,0,N,,N,N,098-KY-0805-0,NULL,NULL,2021,C,7.26E+11,098-KY-0805  -000,HIGH,098-KY-0805  -000,1.054,0,0,0,0,0,0,0,0,0,0,0,1,0
72341393,KSP0900,1913630,20190419,422,,US460,,,US0460,US0460,0,098 US-460,US0460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,4.411,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9801,NULL,,Y,37.41752,-82.45512,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,5,2,6,1,5,3,7,7,3,Y,NULL,N,N,418,437,,N,NULL,44,,1,Y,,N,N,098-US-0460-0,NULL,NULL,2019,C,7.23E+11,098-US-0460  -000,HIGH,098-US-0460  -000,4.411,0,0,0,0,0,0,0,0,1,0,0,1,0
72338225,KSP0900,19-11276,20190404,922,,ELKHORN,,CRK,KY0197,KY0197,0,098 KY-197,KY0197,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.091,NULL,NULL,NULL,NULL,,NULL,2,0,2,2,N,N,55,NULL,98,9867,3,N,N,37.21669,-82.54494,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,1,1,1,2,2,7,3,Y,NULL,Y,Y,924,1006,1100,N,NULL,55,7,0,N,,N,N,098-KY-0197-0,NULL,NULL,2019,C,7.23E+11,098-KY-0197  -000,HIGH,098-KY-0197  -000,1.091,0,0,0,0,0,0,1,0,0,0,0,0,0
72339461,980100,2.02E+11,20190403,1053,,KY3495,,,KY3495,KY3495,0,098 KY-3495,KY3495,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.309,NULL,NULL,NULL,NULL,,NULL,1,0,2,1,N,N,45,NULL,98,9801,NULL,,Y,37.48964,-82.53897,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,6,1,1,2,2,7,3,Y,NULL,Y,Y,1053,1102,1159,N,NULL,37,17,0,N,,N,N,098-KY-3495-0,NULL,NULL,2019,C,7.23E+11,098-KY-3495  -000,HIGH,098-KY-3495  -000,0.309,0,0,0,0,0,1,1,0,0,0,0,0,0
72338068,KSP0900,19-11824,20190407,1353,,,,,US0119,US0119,,,,N,Y,KY194,,,N,NULL,NULL,NULL,NULL,NULL,NULL,0.889,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,N,N,55,NULL,98,9820,NULL,,Y,37.55793,-82.43018,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,3,2,7,3,N,NULL,Y,N,1523,1540,1540,N,NULL,10,2,1,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-US-0119  -211,HIGH,098-US-0119  -211,0.889,0,0,0,0,0,0,0,1,0,0,1,0,0
72334172,KSP0900,19-10829,20190401,1714,,US23,,,US0023,US0023,0,098 US-23-10,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,29.263,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,45,NULL,98,9807,NULL,,Y,37.52709,-82.57441,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,6,6,1,1,2,2,6,3,N,NULL,Y,N,1718,1724,,N,NULL,49,,1,N,,N,N,098-US-0023-10,NULL,NULL,2019,O,7.23E+11,098-US-0023  -010,HIGH,098-US-0023  -000,29.263,0,0,0,0,0,0,0,0,0,0,0,0,0
72681712,KSP0900,21-420413,20211011,2038,,KY199,,,KY0199,KY0199,0,098 KY-199,KY0199,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,9.809,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,35,NULL,98,9851,NULL,,Y,37.58095,-82.27013,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,5,2,3,1,1,2,4,7,3,N,NULL,N,N,2038,2115,2115,N,NULL,40,7,0,N,,N,N,098-KY-0199-0,NULL,NULL,2021,O,7.27E+11,098-KY-0199  -000,HIGH,098-KY-0199  -000,9.809,0,0,0,1,0,0,1,0,0,0,0,1,0
72577101,KSP0900,20-826552,20201212,2243,,LEFT FORK ISLAND,,CRK,,,0,098 CR-1233Q3,CR1233Q3,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.689,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,35,NULL,98,9801,NULL,,Y,37.43333,-82.56612,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,1,3,1,5,10,6,7,3,N,NULL,Y,N,2247,2300,,N,NULL,44,,,N,,N,N,098-CR-1233Q3-0,NULL,NULL,2020,O,7.26E+11,098-CR-1233Q3-000,HIGH,098-CR-1233Q3-000,0.689,0,0,0,0,0,0,1,0,0,0,0,1,0
72338891,980100,2.02E+11,20190410,1013,,,,,US0023,US0023,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.083,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.43706,-82.51049,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,3,4,2,1,1,2,2,7,3,N,NULL,Y,N,1013,1020,1020,N,NULL,53,,1,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-US-0023  -421,HIGH,098-US-0023  -421,0.083,0,0,0,1,0,0,0,1,0,0,0,1,0
72319106,980100,2.02E+11,20190215,822,,KY1426,,,KY1426,KY1426,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,6.883,NULL,NULL,NULL,NULL,,NULL,4,0,2,2,N,N,45,NULL,98,9801,NULL,,Y,37.48581,-82.50965,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,2,6,1,1,2,2,7,3,Y,NULL,N,N,822,823,851,N,NULL,49,,0,N,,N,N,,NULL,NULL,2019,C,7.23E+11,098-KY-1426  -000,HIGH,098-KY-1426  -000,6.883,0,0,0,0,0,0,1,0,0,0,0,0,0
72334971,KSP0900,19-11218,20190403,2055,,RATLIFF CREEK,,RD,,,0,098 CR-1484,CR1484,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.144,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,35,NULL,98,9801,NULL,,Y,37.49929,-82.51254,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,3,1,1,2,6,7,3,N,NULL,N,N,2056,2114,,Y,NULL,40,,,N,,N,N,098-CR-1484-0,NULL,NULL,2019,O,7.23E+11,098-CR-1484  -000,HIGH,098-CR-1484  -000,1.144,0,0,0,0,0,0,0,1,0,0,0,1,0
72347012,980100,2.02E+11,20190426,1551,,US23,S,,,,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.43885,-82.50917,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,4,6,1,1,2,2,1,3,Y,NULL,Y,Y,1552,1557,1625,N,NULL,55,,,Y,,N,N,,NULL,NULL,2019,B,7.23E+11,098-US-0023  -010,MEDIUM,098-US-0023  -000,18.785,0,0,0,0,0,0,1,1,1,0,0,0,0
72341538,KSP0900,19-13627,20190419,150,,US23,,,US0023,US0023,0,098 US-23-10,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,16.329,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9801,NULL,,Y,37.41436,-82.53092,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,4,4,1,1,2,6,7,3,N,NULL,Y,Y,154,234,,N,NULL,38,,1,N,,N,N,098-US-0023-10,NULL,NULL,2019,O,7.23E+11,098-US-0023  -010,HIGH,098-US-0023  -000,16.329,0,0,0,0,0,0,0,0,0,0,0,0,0
72344192,KSP0900,19-14409,20190424,1628,,DORTON-JENKINS,,HWY,KY0805,KY0805,0,098 KY-805,KY0805,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,6.326,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9809,NULL,,Y,37.27355,-82.5771,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,3,1,1,2,2,7,3,N,NULL,Y,Y,1810,1828,,N,NULL,70,7,0,N,,N,N,098-KY-0805-0,NULL,NULL,2019,B,7.23E+11,098-KY-0805  -000,HIGH,098-KY-0805  -000,6.326,0,0,0,0,0,0,1,0,0,0,0,1,0
72968999,KSP0900,23-433692,20231023,1650,,KY1056,,,KY1056,KY1056,0,098 KY-1056,KY1056,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,11.337,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,35,NULL,98,9863,NULL,,Y,37.61781,-82.16603,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,1,1,2,2,7,3,N,NULL,Y,N,1650,1705,1720,N,NULL,55,7,0,N,,N,N,098-KY-1056-0,NULL,NULL,2023,O,7.30E+11,098-KY-1056  -000,HIGH,098-KY-1056  -000,11.38,0,0,0,1,0,0,0,0,0,0,0,0,0
72480648,KSP0900,20-7459,20200225,1846,,ROBINSON CREEK,,RD,KY0122,KY0122,0,098 KY-122,KY0122,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,7.695,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9823,NULL,,Y,37.38012,-82.58431,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,2,3,7,3,N,NULL,Y,N,1913,1950,,N,NULL,55,,0,N,,N,N,098-KY-0122-0,NULL,NULL,2020,O,7.25E+11,098-KY-0122  -000,HIGH,098-KY-0122  -000,7.695,0,0,0,0,0,0,0,0,0,0,0,0,0
72856713,KSP0900,23-25700,20230120,1612,,NARROWS,,BR,,,0,098 CR-1078,CR1078,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.263,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,35,NULL,98,9842,NULL,,Y,37.60062,-82.24689,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,6,1,1,2,2,7,3,N,NULL,Y,N,1612,1617,1714,Y,NULL,70,,,Y,,N,N,098-CR-1078-0,NULL,NULL,2023,O,7.29E+11,098-CR-1078  -000,HIGH,098-CR-1078  -000,1.269,0,0,0,0,0,0,0,0,1,0,0,1,0
